reporting_period,fiscal_year,fiscal_quarter,fiscal_month,entity,legal_entity_code,currency,row_type,gl_account,gl_account_name,cost_center,department,region,product_line,customer_segment,category,subcategory,vendor_name,invoice_id,revenue,cogs,opex,amount,budget_revenue,budget_opex,budget_amount,variance_amount,headcount_allocated,fte_count,transaction_count,active_customers,arr_millions,net_revenue_retention_pct,logo_churn_pct,gross_margin_pct,ebitda,cash_collections,deferred_revenue,americas_pct,emea_pct,apac_pct,source_system,last_updated,preparer,notes
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6310-10,Cloud Hosting,CC-ENG-EM,Engineering,EMEA,,,Cloud Hosting,Cloud Hosting - Engineering,,AP-202501-102599,0,0,,3910.27,,,4062.80,-152.53,76.67,,2,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6310-24,Cloud Hosting,CC-PRO-La,Product,LatAm,,,Cloud Hosting,Cloud Hosting - Product,Okta,AP-202501-102600,0,0,,709.95,,,737.64,-27.69,13.92,,3,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Okta
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6310-11,Cloud Hosting,CC-ENG-La,Engineering,LatAm,,,Cloud Hosting,Cloud Hosting - Engineering,HubSpot,AP-202501-102601,0,0,,512.53,,,532.52,-19.99,10.05,,36,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: HubSpot
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6310-59,Cloud Hosting,CC-PRO-AP,Product,APAC,,,Cloud Hosting,Cloud Hosting - Product,,AP-202501-102602,0,0,,3453.68,,,3588.39,-134.71,67.72,,6,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6315-85,Customer Support Tools,CC-CUS-AP,Customer Success,APAC,,,Customer Support Tools,Customer Support Tools - Customer Success,Salesforce,AP-202501-102603,0,0,,219.68,,,228.24,-8.56,4.31,,33,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Salesforce
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6315-80,Customer Support Tools,CC-ENG-La,Engineering,LatAm,,,Customer Support Tools,Customer Support Tools - Engineering,,AP-202501-102604,0,0,,2579.02,,,2679.62,-100.60,50.57,,42,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6315-62,Customer Support Tools,CC-SAL-EM,Sales,EMEA,,,Customer Support Tools,Customer Support Tools - Sales,,AP-202501-102605,0,0,,3195.69,,,3320.34,-124.65,62.66,,38,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6400-33,R&D Contractors,CC-MAR-Am,Marketing,Americas,,,R&D Contractors,R&D Contractors - Marketing,Okta,AP-202501-102606,0,0,,2739.16,,,2846.01,-106.85,53.71,,1,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Okta
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6400-58,R&D Contractors,CC-G&A-AP,G&A,APAC,,,R&D Contractors,R&D Contractors - G&A,Figma,AP-202501-102607,0,0,,2601.06,,,2702.51,-101.45,51.0,,29,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Figma
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6400-98,R&D Contractors,CC-PRO-AP,Product,APAC,,,R&D Contractors,R&D Contractors - Product,,AP-202501-102608,0,0,,114.79,,,119.27,-4.48,2.25,,3,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6500-92,Legal & Compliance,CC-CUS-Am,Customer Success,Americas,,,Legal & Compliance,Legal & Compliance - Customer Success,,AP-202501-102609,0,0,,1803.93,,,1874.30,-70.37,35.37,,26,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6500-38,Legal & Compliance,CC-G&A-AP,G&A,APAC,,,Legal & Compliance,Legal & Compliance - G&A,Salesforce,AP-202501-102610,0,0,,3737.83,,,3883.63,-145.80,73.29,,19,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Salesforce
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6500-61,Legal & Compliance,CC-ENG-La,Engineering,LatAm,,,Legal & Compliance,Legal & Compliance - Engineering,HubSpot,AP-202501-102611,0,0,,1625.07,,,1688.46,-63.39,31.86,,40,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: HubSpot
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6510-35,Accounting & Audit,CC-G&A-EM,G&A,EMEA,,,Accounting & Audit,Accounting & Audit - G&A,Intercom,AP-202501-102612,0,0,,129.81,,,134.87,-5.06,2.55,,19,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Intercom
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6510-82,Accounting & Audit,CC-DAT-EM,Data Platform,EMEA,,,Accounting & Audit,Accounting & Audit - Data Platform,Figma,AP-202501-102613,0,0,,298.67,,,310.32,-11.65,5.86,,40,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Figma
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6510-11,Accounting & Audit,CC-FIN-EM,Finance,EMEA,,,Accounting & Audit,Accounting & Audit - Finance,Deloitte,AP-202501-102614,0,0,,20.26,,,21.05,-0.79,0.4,,34,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Deloitte
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6510-91,Accounting & Audit,CC-MAR-La,Marketing,LatAm,,,Accounting & Audit,Accounting & Audit - Marketing,Twilio,AP-202501-102615,0,0,,297.01,,,308.59,-11.58,5.82,,37,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Twilio
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6520-56,Insurance,CC-LEG-La,Legal,LatAm,,,Insurance,Insurance - Legal,Salesforce,AP-202501-102616,0,0,,1240.28,,,1288.65,-48.37,24.32,,2,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Salesforce
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6520-68,Insurance,CC-G&A-La,G&A,LatAm,,,Insurance,Insurance - G&A,,AP-202501-102617,0,0,,2611.93,,,2713.81,-101.88,51.21,,5,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6600-99,Office & Facilities,CC-ENG-Am,Engineering,Americas,,,Office & Facilities,Office & Facilities - Engineering,,AP-202501-102618,0,0,,1753.75,,,1822.16,-68.41,34.39,,23,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6600-20,Office & Facilities,CC-PEO-EM,People Ops,EMEA,,,Office & Facilities,Office & Facilities - People Ops,Atlassian,AP-202501-102619,0,0,,1455.01,,,1511.76,-56.75,28.53,,36,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Atlassian
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6600-69,Office & Facilities,CC-ENG-AP,Engineering,APAC,,,Office & Facilities,Office & Facilities - Engineering,Salesforce,AP-202501-102620,0,0,,2675.03,,,2779.37,-104.34,52.45,,24,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Salesforce
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6600-68,Office & Facilities,CC-G&A-AP,G&A,APAC,,,Office & Facilities,Office & Facilities - G&A,HubSpot,AP-202501-102621,0,0,,913.58,,,949.22,-35.64,17.91,,32,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: HubSpot
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6610-19,Travel,CC-PEO-AP,People Ops,APAC,,,Travel,Travel - People Ops,Gusto,AP-202501-102622,0,0,,1729.55,,,1797.01,-67.46,33.91,,7,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Gusto
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6610-87,Travel,CC-DAT-EM,Data Platform,EMEA,,,Travel,Travel - Data Platform,,AP-202501-102623,0,0,,536.57,,,557.50,-20.93,10.52,,38,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6610-30,Travel,CC-FIN-EM,Finance,EMEA,,,Travel,Travel - Finance,Gusto,AP-202501-102624,0,0,,4448.69,,,4622.22,-173.53,87.23,,10,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Gusto
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6615-44,Meals & Entertainment,CC-OPE-AP,Operations,APAC,,,Meals & Entertainment,Meals & Entertainment - Operations,Snowflake,AP-202501-102625,0,0,,869.75,,,903.67,-33.92,17.05,,9,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Snowflake
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6615-72,Meals & Entertainment,CC-PRO-AP,Product,APAC,,,Meals & Entertainment,Meals & Entertainment - Product,Snowflake,AP-202501-102626,0,0,,308.29,,,320.32,-12.03,6.04,,3,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Snowflake
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6615-10,Meals & Entertainment,CC-G&A-La,G&A,LatAm,,,Meals & Entertainment,Meals & Entertainment - G&A,LinkedIn,AP-202501-102627,0,0,,541.97,,,563.11,-21.14,10.63,,37,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: LinkedIn
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6615-73,Meals & Entertainment,CC-SAL-EM,Sales,EMEA,,,Meals & Entertainment,Meals & Entertainment - Sales,Snowflake,AP-202501-102628,0,0,,414.37,,,430.53,-16.16,8.12,,1,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Snowflake
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6620-68,Recruiting,CC-MAR-AP,Marketing,APAC,,,Recruiting,Recruiting - Marketing,Google Cloud,AP-202501-102629,0,0,,675.12,,,701.46,-26.34,13.24,,11,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Google Cloud
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6620-70,Recruiting,CC-MAR-EM,Marketing,EMEA,,,Recruiting,Recruiting - Marketing,,AP-202501-102630,0,0,,1102.36,,,1145.36,-43.00,21.61,,12,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6620-51,Recruiting,CC-DAT-EM,Data Platform,EMEA,,,Recruiting,Recruiting - Data Platform,Notion,AP-202501-102631,0,0,,58.50,,,60.78,-2.28,1.15,,18,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Notion
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6620-76,Recruiting,CC-ENG-Am,Engineering,Americas,,,Recruiting,Recruiting - Engineering,,AP-202501-102632,0,0,,742.80,,,771.78,-28.98,14.56,,42,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6625-79,Training,CC-SAL-La,Sales,LatAm,,,Training,Training - Sales,,AP-202501-102633,0,0,,563.29,,,585.26,-21.97,11.04,,24,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6625-54,Training,CC-ENG-La,Engineering,LatAm,,,Training,Training - Engineering,,AP-202501-102634,0,0,,2123.01,,,2205.82,-82.81,41.63,,36,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6625-83,Training,CC-LEG-Am,Legal,Americas,,,Training,Training - Legal,,AP-202501-102635,0,0,,2210.01,,,2296.22,-86.21,43.33,,24,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6625-94,Training,CC-ENG-EM,Engineering,EMEA,,,Training,Training - Engineering,HubSpot,AP-202501-102636,0,0,,740.82,,,769.71,-28.89,14.53,,6,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: HubSpot
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6700-66,Depreciation,CC-OPE-AP,Operations,APAC,,,Depreciation,Depreciation - Operations,,AP-202501-102637,0,0,,1057.37,,,1098.61,-41.24,20.73,,4,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6700-14,Depreciation,CC-SEC-EM,Security,EMEA,,,Depreciation,Depreciation - Security,,AP-202501-102638,0,0,,459.91,,,477.85,-17.94,9.02,,30,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6700-10,Depreciation,CC-PRO-La,Product,LatAm,,,Depreciation,Depreciation - Product,AWS,AP-202501-102639,0,0,,5005.13,,,5200.36,-195.23,98.14,,31,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: AWS
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6710-99,Amortization,CC-DAT-AP,Data Platform,APAC,,,Amortization,Amortization - Data Platform,Datadog,AP-202501-102640,0,0,,1630.15,,,1693.73,-63.58,31.96,,19,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Datadog
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6710-69,Amortization,CC-MAR-EM,Marketing,EMEA,,,Amortization,Amortization - Marketing,Twilio,AP-202501-102641,0,0,,1493.28,,,1551.52,-58.24,29.28,,27,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Twilio
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6710-54,Amortization,CC-SEC-EM,Security,EMEA,,,Amortization,Amortization - Security,CrowdStrike,AP-202501-102642,0,0,,1176.03,,,1221.90,-45.87,23.06,,9,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: CrowdStrike
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6800-28,Bank Fees,CC-OPE-Am,Operations,Americas,,,Bank Fees,Bank Fees - Operations,Twilio,AP-202501-102643,0,0,,28.99,,,30.12,-1.13,0.57,,31,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Twilio
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6800-37,Bank Fees,CC-MAR-AP,Marketing,APAC,,,Bank Fees,Bank Fees - Marketing,Salesforce,AP-202501-102644,0,0,,107.85,,,112.06,-4.21,2.11,,5,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Salesforce
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6800-29,Bank Fees,CC-ENG-AP,Engineering,APAC,,,Bank Fees,Bank Fees - Engineering,,AP-202501-102645,0,0,,86.36,,,89.73,-3.37,1.69,,23,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6800-33,Bank Fees,CC-DAT-La,Data Platform,LatAm,,,Bank Fees,Bank Fees - Data Platform,,AP-202501-102646,0,0,,46.61,,,48.43,-1.82,0.91,,5,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6810-40,Bad Debt,CC-OPE-AP,Operations,APAC,,,Bad Debt,Bad Debt - Operations,Twilio,AP-202501-102647,0,0,,3423.37,,,3556.90,-133.53,67.12,,22,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Twilio
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6810-44,Bad Debt,CC-SAL-La,Sales,LatAm,,,Bad Debt,Bad Debt - Sales,Okta,AP-202501-102648,0,0,,818.38,,,850.30,-31.92,16.05,,35,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Okta
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6810-34,Bad Debt,CC-FIN-Am,Finance,Americas,,,Bad Debt,Bad Debt - Finance,Deloitte,AP-202501-102649,0,0,,3382.12,,,3514.04,-131.92,66.32,,38,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Deloitte
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6999-50,Miscellaneous,CC-DAT-EM,Data Platform,EMEA,,,Miscellaneous,Miscellaneous - Data Platform,Gusto,AP-202501-102650,0,0,,718.11,,,746.12,-28.01,14.08,,15,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Gusto
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6999-79,Miscellaneous,CC-FIN-AP,Finance,APAC,,,Miscellaneous,Miscellaneous - Finance,LinkedIn,AP-202501-102651,0,0,,2353.22,,,2445.01,-91.79,46.14,,4,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: LinkedIn
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6999-66,Miscellaneous,CC-G&A-AP,G&A,APAC,,,Miscellaneous,Miscellaneous - G&A,,AP-202501-102652,0,0,,824.15,,,856.30,-32.15,16.16,,18,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6999-89,Miscellaneous,CC-OPE-Am,Operations,Americas,,,Miscellaneous,Miscellaneous - Operations,Deloitte,AP-202501-102653,0,0,,982.19,,,1020.51,-38.32,19.26,,22,,,,,,,,,,,,NetSuite,2025-01-28,accounting@novastack.io,Vendor: Deloitte
2025-01-01,2025,2025-Q1,1,NovaStack Analytics Inc.,NS-CONSOL,USD,KPI_SNAPSHOT,STAT-001,Monthly KPIs,CC-EXEC,Consolidated,Global,All,All,,,,,0,0,0,,173199.59,113714.13,,,,51,,185,2.05,116.1,2.37,76.14,20469.36,165190.08,72144.24,66.6,20.8,12.6,Looker,2025-01-28,bi@novastack.io,Consolidated KPI row — not included in GL roll-up
2025-02-01,2025,2025-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,REVENUE_DETAIL,4000,Subscription Revenue,CC-SAL-Am,Sales,Americas,Platform Core,Enterprise,,Platform Core,,REV-202502-102654,12420.03,11061.30,,,13040.96,,,-620.93,,,162,,,,,,,,,,,,NetSuite,2025-02-28,fp&a@novastack.io,
2025-02-01,2025,2025-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,REVENUE_DETAIL,4000,Subscription Revenue,CC-CUS-La,Customer Success,LatAm,Analytics Pro,Enterprise,,Analytics Pro,,REV-202502-102655,56038.06,1547.83,,,58839.64,,,-2801.58,,,168,,,,,,,,,,,,NetSuite,2025-02-28,fp&a@novastack.io,
2025-02-01,2025,2025-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,REVENUE_DETAIL,4000,Subscription Revenue,CC-SAL-AP,Sales,APAC,Insights Add-on,Enterprise,,Insights Add-on,,REV-202502-102656,40368.96,7127.81,,,42387.18,,,-2018.22,,,271,,,,,,,,,,,,NetSuite,2025-02-28,fp&a@novastack.io,
2025-02-01,2025,2025-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,REVENUE_DETAIL,4000,Subscription Revenue,CC-PRO-La,Product,LatAm,API Usage,Strategic,,API Usage,,REV-202502-102657,36752.16,10110.38,,,38589.56,,,-1837.40,,,147,,,,,,,,,,,,NetSuite,2025-02-28,fp&a@novastack.io,
2025-02-01,2025,2025-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,REVENUE_DETAIL,4000,Subscription Revenue,CC-SAL-Am,Sales,Americas,Professional Services,Mid-Market,,Professional Services,,REV-202502-102658,22649.37,10555.09,,,23781.71,,,-1132.34,,,327,,,,,,,,,,,,NetSuite,2025-02-28,fp&a@novastack.io,
2025-02-01,2025,2025-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6100-43,Payroll & Benefits,CC-SAL-AP,Sales,APAC,,,Payroll & Benefits,Payroll & Benefits - Sales,Figma,AP-202502-102659,0,0,,2367.36,,,2388.32,-20.96,46.42,8,41,,,,,,,,,,,,NetSuite,2025-02-28,accounting@novastack.io,Vendor: Figma
2025-02-01,2025,2025-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6100-46,Payroll & Benefits,CC-SEC-AP,Security,APAC,,,Payroll & Benefits,Payroll & Benefits - Security,,AP-202502-102660,0,0,,6056.50,,,6110.11,-53.61,118.75,1,32,,,,,,,,,,,,NetSuite,2025-02-28,accounting@novastack.io,
2025-02-01,2025,2025-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6105-55,Contractors,CC-SAL-La,Sales,LatAm,,,Contractors,Contractors - Sales,Google Cloud,AP-202502-102661,0,0,,2269.00,,,2289.09,-20.09,44.49,,38,,,,,,,,,,,,NetSuite,2025-02-28,accounting@novastack.io,Vendor: Google Cloud
2025-02-01,2025,2025-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6105-95,Contractors,CC-LEG-AP,Legal,APAC,,,Contractors,Contractors - Legal,WeWork,AP-202502-102662,0,0,,2088.66,,,2107.15,-18.49,40.95,,5,,,,,,,,,,,,NetSuite,2025-02-28,accounting@novastack.io,Vendor: WeWork
2025-02-01,2025,2025-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6200-36,Sales Commissions,CC-LEG-EM,Legal,EMEA,,,Sales Commissions,Sales Commissions - Legal,AWS,AP-202502-102663,0,0,,66.36,,,66.95,-0.59,1.3,,45,,,,,,,,,,,,NetSuite,2025-02-28,accounting@novastack.io,Vendor: AWS
2025-02-01,2025,2025-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6200-54,Sales Commissions,CC-SEC-Am,Security,Americas,,,Sales Commissions,Sales Commissions - Security,,AP-202502-102664,0,0,,2680.25,,,2703.98,-23.73,52.55,,9,,,,,,,,,,,,NetSuite,2025-02-28,accounting@novastack.io,
2025-02-01,2025,2025-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6210-79,Paid Media,CC-DAT-AP,Data Platform,APAC,,,Paid Media,Paid Media - Data Platform,,AP-202502-102665,0,0,,6455.47,,,6512.62,-57.15,126.58,,20,,,,,,,,,,,,NetSuite,2025-02-28,accounting@novastack.io,
2025-02-01,2025,2025-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6210-88,Paid Media,CC-LEG-Am,Legal,Americas,,,Paid Media,Paid Media - Legal,Datadog,AP-202502-102666,0,0,,3148.83,,,3176.71,-27.88,61.74,,40,,,,,,,,,,,,NetSuite,2025-02-28,accounting@novastack.io,Vendor: Datadog
2025-02-01,2025,2025-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6215-28,Events & Sponsorships,CC-MAR-AP,Marketing,APAC,,,Events & Sponsorships,Events & Sponsorships - Marketing,Datadog,AP-202502-102667,0,0,,7968.62,,,8039.17,-70.55,156.25,,3,,,,,,,,,,,,NetSuite,2025-02-28,accounting@novastack.io,Vendor: Datadog
2025-02-01,2025,2025-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6215-17,Events & Sponsorships,CC-G&A-La,G&A,LatAm,,,Events & Sponsorships,Events & Sponsorships - G&A,,AP-202502-102668,0,0,,2981.86,,,3008.26,-26.40,58.47,,27,,,,,,,,,,,,NetSuite,2025-02-28,accounting@novastack.io,
2025-02-01,2025,2025-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6300-17,Software Subscriptions,CC-FIN-La,Finance,LatAm,,,Software Subscriptions,Software Subscriptions - Finance,Intercom,AP-202502-102669,0,0,,2609.00,,,2632.10,-23.10,51.16,,5,,,,,,,,,,,,NetSuite,2025-02-28,accounting@novastack.io,Vendor: Intercom
2025-02-01,2025,2025-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6300-43,Software Subscriptions,CC-DAT-La,Data Platform,LatAm,,,Software Subscriptions,Software Subscriptions - Data Platform,Stripe,AP-202502-102670,0,0,,2646.64,,,2670.07,-23.43,51.89,,3,,,,,,,,,,,,NetSuite,2025-02-28,accounting@novastack.io,Vendor: Stripe
2025-02-01,2025,2025-Q1,2,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6300-44,Software Subscriptions,CC-OPE-EM,Operations,EMEA,,,Software Subscriptions,Software Subscriptions - Operations,Twilio,AP-202502-102671,0,0,,2951.43,,,2977.55,-26.12,57.87,,45,,,,,,,,,,,,NetSuite,2025-02-28,accounting@novastack.io,Vendor: Twilio
